y,x,x^2,x^3,x^4,x^5,x^6,x^7,x^8,x^9,x^10,x^11,x^12,x^13,x^14,x^15,x^16,x^17,x^18,x^19,x^20
-501.7036645721424,9.499806078460857,90.24631552836185,857.3224968150282,8144.397466444644,77370.19655713203,735001.8635451541,6982375.170986312,66331210.09142994,630133632.8182303,5986147315.289246,56867238652.34692,540227739414.8494,5132058762646.3545,48753563028406.14,463149394403877.1,4399829432193417.0,4.1797526384142e+16,3.970683952087002e+17,3.772072754368308e+18,3.583395968034464e+19
-229.29022563812512,1.9824598827826918,3.930147186842764,7.791359131347032,15.446056910248092,30.62118817174522,60.70527711362478,120.3457765509674,238.58067407462286,472.9766151601924,937.6571650494294,1858.867713514243,3685.1306694419764,7305.623714980843,14483.105933655375,28712.176491563743,56920.73804190142,112843.07966645219,223706.87848839277,443489.912105781,879200.959168533
-433.85539718242444,4.060686167456794,16.489172150574944,66.95735326465346,271.89279821129634,1104.0713247277322,4483.287156207601,18205.22213994891,73925.6937191687,300189.04190507595,1218973.4900860498,4949868.789688953,20099863.725016035,81619238.59593919,331430113.16488594,1345833676.0072923,5465008191.860339,22191683169.725346,90113460879.88744,365922484096.61786,1485896369532.5647
-160.8659714568922,9.357071735412319,87.5547914616521,819.2564644857448,7665.841507893389,71729.82890165978,671181.1546016823,6280290.211064808,58765126.024141185,549869499.7484343,5145168354.261386,48143709381.59714,450484142292.44745,4215212435096.121,39442045135196.45,369062045721403.7,3453340036633195.0,3.2313150449548212e+16,3.023564667535935e+17,2.829171149079184e+18,2.6472757393692824e+19
166.67713103236844,12.800478457316228,163.85224873621684,2097.3871801307637,26847.559415915068,343661.6059349383,4399032.983376876,56309726.936739236,720791446.59109,9226475384.307047,118103299393.7808,1511778739628.06,19351491188837.66,247708346079661.25,3170785347690136.5,4.058756953588154e+16,5.19540309478876e+17,6.650364539191759e+18,8.512784801722386e+19,1.089677184662164e+21,1.3948389327697028e+22
222.47729021718024,12.378802911113496,153.23476151219197,1896.8629118909041,23480.89213569835,290665.3359249247,3598088.90650724,44540033.430317,551352295.4883006,6825081400.439683,84486337508.34932,1045839720697.672,12946243779130.467,160259000181085.22,1983814577973756.0,2.4557249672930924e+16,3.0398935374021824e+17,3.763024297026924e+18,4.65817361226277e+19,5.766261307195045e+20,7.137941225574714e+21
1.1833461886500913,9.744321613155762,94.9518037006145,925.2409130080213,9015.845026000032,87853.29354771497,856070.7471039167,8341828.683395096,81285461.5328495,792071679.6498867,7718201187.180979,75208634642.93207,732857124047.0581,7141195513206.922,69586105783113.164,678069394557732.8,6607326256608357.0,6.438391204744037e+16,6.273775457033929e+17,6.113368578206188e+18,5.9570629565801865e+19
-501.7773166609282,-12.17391803468032,148.20428031511474,-1804.2267609449927,21964.508703721105,-267394.1286311232,3255234.20491006,-39628954.39426283,482439642.59584016,-5873180665.642226,71499620026.39766,-870430513712.1526,10596549728816.43,-129001527849025.19,1570454026382563.2,-1.911857859441501e+16,2.32748008748002e+17,-2.833455181233234e+18,3.4494251131273662e+19,-4.199301859398044e+20,5.112195663919246e+21
17.429293002698273,-4.168547446085727,17.376787810267835,-72.43596444766557,301.95275460307283,-1258.7043840391896,5246.968945463471,-21872.238997302873,91175.46601238352,-380069.2559915973,1584336.7263994752,-6604382.814572354,27530683.11465805,-114762958.78660326,478394838.75513655,-1994211583.3133175,8312965602.575303,-34652991532.01377,144452639350.00635,-602157680842.8115,2510122862618.206
-1561.7102744995432,-13.934729047190093,194.1766736186033,-2705.7993341599017,37704.58057758559,-525403.1141866014,7321350.036740167,-102021029.02160946,1421635396.5316448,-19810104054.563114,276048432396.9789,-3846660109353.472,53602166360475.25,-746931664575630.1,1.040829036262808e+16,-1.450367060477022e+17,2.021047200671687e+18,-2.816274513294198e+19,3.92440222652618e+20,-5.468548169883184e+21,7.620273702882942e+22
-326.37502511080623,1.3907504562242075,1.9341868314878412,2.6899712183145694,3.7410786991009743,5.202906907545345,7.235945155360769,10.063394026031332,13.99566983286704,19.46448420522321,27.070240288583065,37.64794903144582,52.35890229138898,72.81816724914792,101.27189932316311,140.8439401863811,195.8787740706245,272.4184944033595,378.86614537538395,526.9082645287222,732.7979092816256
-506.4192779964767,8.884281625680128,78.93046000439753,701.2404355235492,6230.017516505799,55349.230149557814,491738.14841325703,4368740.196593867,38813118.255969085,344826673.35685605,3063537278.1487193,27217327949.842777,241806406604.89838,2148276215171.6365,19085890905335.02,169564429880003.38,1506458148751840.5,1.3383798450812076e+16,1.1890543465835589e+17,1.0563893683287402e+18,9.385260654606864e+18
-1622.1329912226665,-13.465715906959586,181.32550488694443,-2441.6777354936057,32878.93872250531,-442738.4481595892,5961790.164005183,-80279772.64539978,1081024611.5182588,-14556770307.136225,196017333478.76126,-2639513725464.7573,35542941959628.94,-478611158925916.7,6444841895997079.0,-8.678441003676744e+16,1.1686142107082025e+18,-1.5736226966232463e+19,2.1189956177472288e+20,-2.8533792996676516e+21,3.84227950241239e+22
-129.74690503597762,-9.339967926206763,87.23500086257106,-814.772110099033,7609.945375492773,-71076.64572728796,663853.5913952306,-6200371.251328623,57911268.61798383,-540889391.4579132,5051889567.842403,-47184486530.38659,440701590808.34576,-4116138723178.246,38444603654302.48,-359071365066916.44,3353715032944279.0,-3.132359084133702e+16,2.925613337917117e+17,-2.7325134740628577e+18,2.5521588205674906e+19
514.5541208133113,-4.035666962635055,16.286607833304053,-65.72732516625847,265.2535947158409,-1070.4751689149075,4320.081273511073,-17434.409271407014,70359.46950967559,-283947.3866087262,1145917.0872634,-4624539.730987895,18663102.209741052,-75318065.00813326,303958626.6429228,-1226675787.550767,4950454949.682968,-19978387490.44874,80626118361.92545,-325380162198.72614,1313125970882.2346
350.47222114121416,-7.6712739912627494,58.848444649024316,-451.44254286232575,3463.1394376092785,-26566.69149584836,203800.3695060028,-1563408.4740011373,11993334.76432471,-92004157.0460715,705789097.0355817,-5414301543.405879,41534590610.78328,-318623224690.2478,2444246056578.565,-18750481202077.684,143840078769159.62,-1103436655163039.5,8464764913758188.0,-6.493553092506666e+16,4.9813824949430176e+17
-326.40057347601976,8.852624187630958,78.36895500742868,693.7709066581255,6141.693108956381,54370.10096935364,481318.0709252375,4260927.996616631,37720394.24460231,333924474.456742,2956107879.41771,26169312114.57968,231667085399.19193,2050861643682.8533,18155507392351.41,160723883880242.78,1422828141968226.8,1.2595762824429938e+16,1.1150555464121131e+17,9.871167700719927e+17,8.73857379475547e+18
254.31632785060094,-4.437151927008944,19.68831722335919,-87.36005470719161,387.62983508762204,-1719.9724697252016,7631.779158443511,-33863.363599394324,150256.88905005707,-666712.6447948299,2958305.296612609,-13126450.047545405,58244053.12325274,-258437712.55265224,1146727394.2647846,-5088203667.215934,22577132707.00116,-100178167897.20686,444505750729.31696,-1972339548415.1462,8751570227966.218
-368.37144292202373,4.166330461810961,17.35830951701394,72.32045370627829,301.3109092884567,1255.3608198444563,5230.248024281941,21790.941666392446,90788.26405623656,378253.9101124356,1575930.7880005455,6565848.447752425,27355494.395505145,113972029.59789212,474845138.70811844,1978361766.042485,8242508890.344935,34341015871.59177,143076020515.3465,596101982627.7781,2483557848568.0205
8.482995718979666,-0.1975484430972081,0.039025387370130865,-0.0077094045162348,0.0015229808593887695,-0.0003008624976390994,5.943491799494154e-05,-1.1741275515510937e-05,2.319470698064555e-06,-4.5820782521224726e-07,9.05182424856371e-08,-1.7881737874933167e-08,3.532509477065425e-09,-6.978417474204075e-10,1.3785755073113662e-10,-2.7233544516130423e-11,5.379944319180074e-12,-1.0627996242036927e-12,2.0995441108573737e-13,-4.147616703137862e-14,8.193552222688598e-15
-78.71974733937344,2.504992311601697,6.274986481183613,15.718792890769539,39.37545533903711,98.63521289010394,247.08044994290697,618.93462745407,1550.4264831565058,3883.806420010705,9728.905221876128,24370.8327811013,61048.74874398936,152926.6462365971,383080.07306170836,959612.6377473958,2403822.2796730506,6021556.329037856,15083952.308116369,37785184.56039818,94651596.81624858
507.41476543547356,13.178980558945547,173.6855285730647,2288.9982044346007,30166.66283570487,397565.8630400196,5239512.779904826,69051437.06471244,910027546.6430972,11993235345.31429,158058615454.7556,2083051420252.0745,27452494170786.0,361795886971354.6,4768100960701943.0,6.28387098641805e+16,8.281501356492545e+17,1.0914174537609642e+19,1.4383769404809598e+20,1.8956341735034145e+21,2.498252591947431e+22
679.9607193300373,13.306202460476388,177.0550239191879,2355.9299949132037,31348.481495024196,417129.2416012895,5550406.140931728,73854827.84910902,982727292.0438745,13076368311.371502,173996804198.86694,2315236704145.9917,30807008329292.64,409924290031150.3,5454535596621529.0,7.257915497652144e+16,9.657529305278866e+17,1.2850504020402448e+19,1.709914082146408e+20,2.2752462967059757e+21,3.0274887871418845e+22
-697.5522724196234,-11.649227184492858,135.7044939959274,-1580.8524805152053,18415.709690690695,-214528.7859505226,2499094.5651510777,-29112520.34497629,339138363.4117992,-3950699842.3611493,46022600001.40515,-536127723037.41,6245473645567.654,-72754941371980.42,847538840836658.5,-9873172504587968.0,1.150148295376336e+17,-1.3398338788696133e+18,1.5608029244432413e+19,-1.8182147857060158e+20,2.1180797108893374e+21
-148.73601676281413,10.306648983306712,106.22701326509727,1094.8445382684233,11284.178347223153,116302.0652898591,1198684.562976197,12354421.032304073,127332680.97193983,1312373246.8811615,13526170390.686651,139409490305.20392,1436844681517.4368,14809053775931.346,152631719043437.22,1573121551899398.0,1.6213611643501806e+16,1.6710800396122774e+17,1.722323539129402e+18,1.7751384153493268e+19,1.8295728543788827e+20
